order_id,order_placed_at,order_delivered_at
1531008,15-03-2023 3.44,2023-03-15 03:59:40.841602
1531009,15-03-2023 3.45,2023-03-15 04:02:47.491021
1531010,15-03-2023 3.46,2023-03-15 04:07:09.384495
1531011,15-03-2023 3.49,2023-03-15 04:06:32.067677
1531012,15-03-2023 3.52,2023-03-15 04:07:26.090691
1531013,15-03-2023 4.04,2023-03-15 04:21:00.679525
1531014,15-03-2023 4.09,2023-03-15 04:24:18.026257
1531015,15-03-2023 4.09,2023-03-15 04:25:08.333419
1531016,15-03-2023 4.11,2023-03-15 05:12:15.956341
1531017,15-03-2023 4.12,2023-03-15 04:27:32.605349
1531018,15-03-2023 4.15,2023-03-15 04:31:59.801179
1531019,15-03-2023 4.18,2023-03-15 04:35:15.591583
1531020,15-03-2023 4.23,2023-03-15 04:38:11.538371
1531021,15-03-2023 4.23,2023-03-15 04:39:48.711194
1531022,15-03-2023 4.28,2023-03-15 04:43:25.732204
1531023,15-03-2023 4.28,2023-03-15 04:44:01.902419
1531024,15-03-2023 4.28,2023-03-15 04:44:24.170619
1531025,15-03-2023 4.28,2023-03-15 04:45:01.146141
1531026,15-03-2023 4.29,2023-03-15 04:44:34.502518
1531027,15-03-2023 4.31,2023-03-15 04:46:54.993734
1531028,15-03-2023 4.32,2023-03-15 04:49:00.542314
1531029,15-03-2023 4.32,2023-03-15 04:48:17.736198
1531030,15-03-2023 4.35,2023-03-15 04:58:49.333339
1531031,15-03-2023 4.36,2023-03-15 04:51:09.929376
1531032,15-03-2023 4.37,2023-03-15 04:53:44.270771
1531033,15-03-2023 4.41,2023-03-15 05:03:35.468037
1531034,15-03-2023 4.42,2023-03-15 04:58:37.770563
1531035,15-03-2023 4.43,2023-03-15 05:00:00.281465
1531036,15-03-2023 4.51,2023-03-15 05:06:23.991242
1531037,15-03-2023 4.51,2023-03-15 05:06:32.104543
1531038,15-03-2023 4.51,2023-03-15 05:14:32.998500
1531039,15-03-2023 4.54,2023-03-15 05:10:16.857360
1531040,15-03-2023 4.57,2023-03-15 05:13:04.943741
1531041,15-03-2023 5.08,2023-03-15 05:27:35.617921
1531042,15-03-2023 5.08,2023-03-15 05:24:08.393996
1531043,15-03-2023 5.09,2023-03-15 05:25:26.776059
1531044,15-03-2023 5.11,2023-03-15 05:26:08.570834
1531045,15-03-2023 5.20,2023-03-15 05:50:25.619252
1531046,15-03-2023 5.23,2023-03-15 05:48:02.892345
1531047,15-03-2023 5.24,2023-03-15 05:39:46.835172
1531048,15-03-2023 5.26,2023-03-15 05:42:05.315930
1531049,15-03-2023 5.30,2023-03-15 05:48:04.910403
1531050,15-03-2023 5.33,2023-03-15 05:48:54.200791
1531051,15-03-2023 5.36,2023-03-15 05:52:06.569474
1531052,15-03-2023 5.37,2023-03-15 05:52:48.686536
1531053,15-03-2023 5.37,2023-03-15 05:53:31.652320
1531054,15-03-2023 5.40,2023-03-15 05:58:12.362754
1531055,15-03-2023 5.47,2023-03-15 06:02:37.698849
1531056,15-03-2023 5.52,2023-03-15 06:07:46.138966
1531057,15-03-2023 5.53,2023-03-15 06:08:50.014114
1531058,15-03-2023 5.57,2023-03-15 06:12:59.954019
1531059,15-03-2023 5.59,2023-03-15 06:14:07.418747
1531060,15-03-2023 5.59,2023-03-15 06:15:06.886970
1531061,15-03-2023 6.01,2023-03-15 06:17:29.987836
1531062,15-03-2023 6.04,2023-03-15 06:23:24.758997
1531063,15-03-2023 6.05,2023-03-15 06:21:14.985451
1531064,15-03-2023 6.07,2023-03-15 06:23:31.074368
1531065,15-03-2023 6.09,2023-03-15 06:25:16.165327
1531066,15-03-2023 6.11,2023-03-15 06:27:28.867881
1531067,15-03-2023 6.15,2023-03-15 06:30:37.344446
1531068,15-03-2023 6.16,2023-03-15 06:31:24.129694
1531069,15-03-2023 6.16,2023-03-15 06:35:50.952603
1531070,15-03-2023 6.16,2023-03-15 06:38:22.318679
1531071,15-03-2023 6.19,2023-03-15 06:34:34.582450
1531072,15-03-2023 6.21,2023-03-15 06:37:47.991560
1531073,15-03-2023 6.25,2023-03-15 08:20:38.566415
1531074,15-03-2023 6.27,2023-03-15 06:42:37.748501
1531075,15-03-2023 6.28,2023-03-15 06:43:52.046854
1531076,15-03-2023 6.33,2023-03-15 06:49:12.998433
1531077,15-03-2023 6.33,2023-03-15 06:49:19.088055
1531078,15-03-2023 6.39,2023-03-15 06:56:28.221168
1531079,15-03-2023 6.40,2023-03-15 06:57:09.719933
1531080,15-03-2023 6.45,2023-03-15 07:03:01.688858
1531081,15-03-2023 6.48,2023-03-15 07:03:53.494358
1531082,15-03-2023 6.48,2023-03-15 07:04:11.985375
1531083,15-03-2023 6.50,2023-03-15 07:06:11.561736
1531084,15-03-2023 7.03,2023-03-15 07:19:51.731059
1531085,15-03-2023 7.03,2023-03-15 07:22:30.260663
1531086,15-03-2023 7.13,2023-03-15 07:31:21.996185
1531087,15-03-2023 7.13,2023-03-15 07:29:06.052473
1531088,15-03-2023 7.29,2023-03-15 07:44:55.491322
1531089,15-03-2023 7.29,2023-03-15 07:56:58.841999
1531090,15-03-2023 7.30,2023-03-15 07:45:13.977191
1531091,15-03-2023 7.39,2023-03-15 07:54:56.417959
1531092,15-03-2023 7.42,2023-03-15 07:57:45.131731
1531093,15-03-2023 7.46,2023-03-15 08:03:44.725717
1531094,15-03-2023 7.55,2023-03-15 08:12:41.700165
1531095,15-03-2023 7.56,2023-03-15 08:14:36.462176
1531096,15-03-2023 7.57,2023-03-15 08:16:54.129554
1531097,15-03-2023 8.00,2023-03-15 08:16:46.190146
1531098,15-03-2023 8.07,2023-03-15 08:23:16.166365
1531099,15-03-2023 8.08,2023-03-15 08:25:44.580434
1531100,15-03-2023 8.08,2023-03-15 08:27:16.629574
1531101,15-03-2023 8.12,2023-03-15 08:28:35.262461
1531102,15-03-2023 8.17,2023-03-15 08:33:02.620141
1531103,15-03-2023 8.18,2023-03-15 08:38:17.166456
1531104,15-03-2023 8.19,2023-03-15 08:34:14.404902
1531105,15-03-2023 8.19,2023-03-15 08:35:14.694757
1531106,15-03-2023 8.23,2023-03-15 08:38:45.385931
1531107,15-03-2023 8.24,2023-03-15 08:40:34.216103
1531108,15-03-2023 8.28,2023-03-15 08:44:10.984057
1531109,15-03-2023 8.31,2023-03-15 08:47:13.314477
1531110,15-03-2023 8.34,2023-03-15 08:49:59.815902
1531111,15-03-2023 8.35,2023-03-15 08:50:32.505250
1531112,15-03-2023 8.40,2023-03-15 08:57:47.560694
1531113,15-03-2023 8.42,2023-03-15 08:59:59.249549
1531114,15-03-2023 8.44,2023-03-15 09:00:45.302017
1531115,15-03-2023 8.45,2023-03-15 09:02:14.767370
1531116,15-03-2023 8.46,2023-03-15 09:02:26.250394
1531117,15-03-2023 8.46,2023-03-15 09:02:37.798074
1531118,15-03-2023 8.47,2023-03-15 09:03:36.056968
1531119,15-03-2023 8.48,2023-03-15 09:11:54.186004
1531120,15-03-2023 8.50,2023-03-15 09:05:59.699046
1531121,15-03-2023 8.51,2023-03-15 09:06:48.429441
1531122,15-03-2023 8.56,2023-03-15 09:12:16.591132
1531123,15-03-2023 8.57,2023-03-15 09:13:00.592483
1531124,15-03-2023 9.01,2023-03-15 09:28:02.160482
1531125,15-03-2023 9.01,2023-03-15 09:17:15.924343
1531126,15-03-2023 9.04,2023-03-15 09:25:49.556293
1531127,15-03-2023 9.04,2023-03-15 09:19:51.536530
1531128,15-03-2023 9.05,2023-03-15 09:20:53.497056
1531129,15-03-2023 9.07,2023-03-15 09:24:22.702558
1531130,15-03-2023 9.09,2023-03-15 09:24:49.789730
1531131,15-03-2023 9.13,2023-03-15 09:28:11.789406
1531132,15-03-2023 9.15,2023-03-15 09:33:14.741218
1531133,15-03-2023 9.18,2023-03-15 09:36:44.918203
1531134,15-03-2023 9.19,2023-03-15 09:39:18.988026
1531135,15-03-2023 9.21,2023-03-15 09:37:20.885135
1531136,15-03-2023 9.22,2023-03-15 09:37:12.863108
1531137,15-03-2023 9.27,2023-03-15 09:43:34.095013
1531138,15-03-2023 9.28,2023-03-15 09:50:44.308901
1531139,15-03-2023 9.30,2023-03-15 09:46:05.400629
1531140,15-03-2023 9.32,2023-03-15 09:48:27.542885
1531141,15-03-2023 9.40,2023-03-15 09:56:37.694615
1531142,15-03-2023 9.52,2023-03-15 10:08:21.104537
1531143,15-03-2023 9.53,2023-03-15 10:08:49.675951
1531144,15-03-2023 9.54,2023-03-15 10:12:53.322567
1531145,15-03-2023 9.55,2023-03-15 10:10:27.894150
1531146,15-03-2023 10.01,2023-03-15 10:17:09.933714
1531147,15-03-2023 10.03,2023-03-15 10:19:09.906779
1531148,15-03-2023 10.04,2023-03-15 10:27:47.498522
1531149,15-03-2023 10.09,2023-03-15 10:24:36.371806
1531150,15-03-2023 10.14,2023-03-15 10:29:39.479368
1531151,15-03-2023 10.19,2023-03-15 10:38:29.134027
1531152,15-03-2023 10.20,2023-03-15 10:35:38.577194
1531153,15-03-2023 10.31,2023-03-15 10:52:34.419870
1531154,15-03-2023 10.32,2023-03-15 10:51:38.840639
1531155,15-03-2023 10.33,2023-03-15 10:50:11.286823
1531156,15-03-2023 10.35,2023-03-15 10:58:42.454002
1531157,15-03-2023 10.54,2023-03-15 11:09:42.128607
1531158,15-03-2023 10.58,2023-03-15 11:14:21.062435
1531159,15-03-2023 11.00,2023-03-15 11:20:44.916143
1531160,15-03-2023 11.00,2023-03-15 11:15:16.710274
1531161,15-03-2023 11.01,2023-03-15 11:17:05.786149
1531162,15-03-2023 11.04,2023-03-15 11:20:28.997982
1531163,15-03-2023 11.04,2023-03-15 11:19:40.483298
1531164,15-03-2023 11.07,2023-03-15 11:23:01.313894
1531165,15-03-2023 11.07,2023-03-15 11:22:32.614455
1531166,15-03-2023 11.07,2023-03-15 11:22:46.959404
1531167,15-03-2023 11.16,2023-03-15 11:33:44.822145
1531168,15-03-2023 11.16,2023-03-15 11:34:08.091034
1531169,15-03-2023 11.22,2023-03-15 11:37:54.351587
1531170,15-03-2023 11.22,2023-03-15 11:40:22.967287
1531171,15-03-2023 11.23,2023-03-15 11:38:28.606839
1531172,15-03-2023 11.27,2023-03-15 11:43:27.718524
1531173,15-03-2023 11.29,2023-03-15 11:49:44.188540
1531174,15-03-2023 11.31,2023-03-15 11:46:47.282159
1531175,15-03-2023 11.34,2023-03-15 11:49:56.508753
1531176,15-03-2023 11.47,2023-03-15 12:02:13.274057
1531177,15-03-2023 11.52,2023-03-15 12:07:47.342955
1531178,15-03-2023 11.52,2023-03-15 12:08:08.753316
1531179,15-03-2023 11.58,2023-03-15 12:16:36.268903
1531180,15-03-2023 12.01,2023-03-15 12:16:19.034300
1531181,15-03-2023 12.03,2023-03-15 12:18:43.275975
1531182,15-03-2023 12.04,2023-03-15 12:34:49.356124
1531183,15-03-2023 12.06,2023-03-15 12:21:49.460757
1531184,15-03-2023 12.07,2023-03-15 12:22:57.993416
1531185,15-03-2023 12.11,2023-03-15 12:27:18.809170
1531186,15-03-2023 12.12,2023-03-15 12:28:59.832967
1531187,15-03-2023 12.16,2023-03-15 12:31:05.613507
1531188,15-03-2023 12.18,2023-03-15 12:36:31.160018
1531189,15-03-2023 12.18,2023-03-15 12:33:51.516913
1531190,15-03-2023 12.18,2023-03-15 12:37:54.269622
1531191,15-03-2023 12.21,2023-03-15 12:42:38.379615
1531192,15-03-2023 12.22,2023-03-15 12:38:16.676321
1531193,15-03-2023 12.25,2023-03-15 12:57:10.089147
1531194,15-03-2023 12.26,2023-03-15 12:44:09.015315
1531195,15-03-2023 12.26,2023-03-15 12:41:42.478908
1531196,15-03-2023 12.28,2023-03-15 12:55:19.395212
1531197,15-03-2023 12.29,2023-03-15 12:45:40.356375
1531198,15-03-2023 12.30,2023-03-15 12:45:55.273134
1531199,15-03-2023 12.31,2023-03-15 12:46:39.501942
1531200,15-03-2023 12.33,2023-03-15 12:49:24.280214
1531201,15-03-2023 12.35,2023-03-15 12:51:35.325703
1531202,15-03-2023 12.42,2023-03-15 13:02:45.224033
1531203,15-03-2023 12.43,2023-03-15 12:59:23.675594
1531204,15-03-2023 12.48,2023-03-15 13:03:14.060940
1531205,15-03-2023 12.48,2023-03-15 13:09:59.505556
1531206,15-03-2023 12.49,2023-03-15 13:04:24.115647
1531207,15-03-2023 12.53,2023-03-15 13:09:57.323815
1531208,15-03-2023 12.55,2023-03-15 13:12:14.913567
1531209,15-03-2023 13.02,2023-03-15 13:17:55.283622
1531210,15-03-2023 13.03,2023-03-15 13:23:13.314167
1531211,15-03-2023 13.04,2023-03-15 13:19:53.571821
1531212,15-03-2023 13.04,2023-03-15 13:21:31.993536
1531213,15-03-2023 13.12,2023-03-15 13:28:22.019004
1531214,15-03-2023 13.15,2023-03-15 13:36:31.591865
1531215,15-03-2023 13.16,2023-03-15 13:34:06.600284
1531216,15-03-2023 13.17,2023-03-15 13:32:51.051302
1531217,15-03-2023 13.17,2023-03-15 14:10:32.225338
1531218,15-03-2023 13.18,2023-03-15 13:33:31.954644
1531219,15-03-2023 13.21,2023-03-15 13:39:50.911028
1531220,15-03-2023 13.21,2023-03-15 13:40:45.143104
1531221,15-03-2023 13.22,2023-03-15 13:40:54.802443
1531222,15-03-2023 13.25,2023-03-15 13:41:02.529997
1531223,15-03-2023 13.26,2023-03-15 13:45:05.624906
1531224,15-03-2023 13.32,2023-03-15 13:47:44.703531
1531225,15-03-2023 13.34,2023-03-15 13:56:07.158996
1531226,15-03-2023 13.35,2023-03-15 13:50:38.986664
1531227,15-03-2023 13.37,2023-03-15 13:53:30.926338
1531228,15-03-2023 13.43,2023-03-15 14:03:22.711996
1531229,15-03-2023 13.45,2023-03-15 14:00:59.438318
1531230,15-03-2023 13.46,2023-03-15 14:01:54.260728
1531231,15-03-2023 13.48,2023-03-15 14:04:40.678719
1531232,15-03-2023 13.50,2023-03-15 14:06:36.910058
1531233,15-03-2023 13.51,2023-03-15 14:06:23.511615
1531234,15-03-2023 13.51,2023-03-15 14:07:07.982914
1531235,15-03-2023 13.53,2023-03-15 14:08:49.177950
1531236,15-03-2023 13.56,2023-03-15 14:21:36.976296
1531237,15-03-2023 13.57,2023-03-15 14:14:05.002554
1531238,15-03-2023 14.00,2023-03-15 14:17:59.323974
1531239,15-03-2023 14.00,2023-03-15 14:18:05.379563
1531240,15-03-2023 14.02,2023-03-15 14:17:42.412542
1531241,15-03-2023 14.05,2023-03-15 14:21:29.239053
1531242,15-03-2023 14.08,2023-03-15 14:25:02.441213
1531243,15-03-2023 14.09,2023-03-15 14:24:55.227845
1531244,15-03-2023 14.11,2023-03-15 14:27:02.872143
1531245,15-03-2023 14.13,2023-03-15 14:29:50.679977
1531246,15-03-2023 14.23,2023-03-15 14:38:30.186181
1531247,15-03-2023 14.24,2023-03-15 14:40:09.402239
1531248,15-03-2023 14.28,2023-03-15 14:43:09.742712
1531249,15-03-2023 14.28,2023-03-15 14:57:25.317880
1531250,15-03-2023 14.30,2023-03-15 15:20:10.085178
1531251,15-03-2023 14.37,2023-03-15 14:55:05.709430
1531252,15-03-2023 14.39,2023-03-15 14:55:16.248165
1531253,15-03-2023 14.42,2023-03-15 14:59:30.285388
1531254,15-03-2023 14.47,2023-03-15 16:14:45.465054
1531255,15-03-2023 14.48,2023-03-15 15:03:32.307156
1531256,15-03-2023 14.55,2023-03-15 15:12:49.170498
1531257,15-03-2023 14.56,2023-03-15 15:11:58.618757
1531258,15-03-2023 14.56,2023-03-15 15:12:55.446603
1531259,15-03-2023 14.58,2023-03-15 15:13:33.802219
1531260,15-03-2023 14.59,2023-03-15 15:14:28.507975
1531261,15-03-2023 15.02,2023-03-15 15:30:09.486333
1531262,15-03-2023 15.04,2023-03-15 15:23:24.678410
1531263,15-03-2023 15.06,2023-03-15 15:21:05.687928
1531264,15-03-2023 15.09,2023-03-15 15:24:41.662896
1531265,15-03-2023 15.10,2023-03-15 15:25:24.417527
1531266,15-03-2023 15.13,2023-03-15 15:29:25.715634
1531267,15-03-2023 15.17,2023-03-15 15:43:20.698117
1531268,15-03-2023 15.19,2023-03-15 15:39:11.617102
1531269,15-03-2023 15.22,2023-03-15 15:39:07.669822
1531270,15-03-2023 15.23,2023-03-15 15:39:51.643508
1531271,15-03-2023 15.24,2023-03-15 15:43:15.715977
1531272,15-03-2023 15.27,2023-03-15 15:43:41.881105
1531273,15-03-2023 15.27,2023-03-15 15:42:15.933490
1531274,15-03-2023 15.28,2023-03-15 15:43:54.279996
1531275,15-03-2023 15.31,2023-03-15 15:46:23.033935
1531276,15-03-2023 15.32,2023-03-15 15:48:32.904005
1531277,15-03-2023 15.32,2023-03-15 15:48:04.462586
1531278,15-03-2023 15.34,2023-03-15 15:49:59.933892
1531279,15-03-2023 15.36,2023-03-15 15:57:50.084446
1531280,15-03-2023 15.36,2023-03-15 15:51:32.892069
1531281,15-03-2023 15.36,2023-03-15 15:57:08.530675
1531282,15-03-2023 15.37,2023-03-15 15:53:25.192856
1531283,15-03-2023 15.39,2023-03-15 17:31:19.312392
1531284,15-03-2023 15.41,2023-03-15 15:56:48.992673
1531285,15-03-2023 15.43,2023-03-15 15:59:22.423201
1531286,15-03-2023 15.52,2023-03-15 16:08:16.035460
1531287,15-03-2023 15.52,2023-03-15 16:08:42.115923
1531288,15-03-2023 15.55,2023-03-15 16:25:29.499557
1531289,15-03-2023 15.57,2023-03-15 16:15:40.250308
1531290,15-03-2023 15.58,2023-03-15 16:13:46.034410
1531291,15-03-2023 16.01,2023-03-15 16:16:27.546316
1531292,15-03-2023 16.01,2023-03-15 16:50:34.665043
1531293,15-03-2023 16.04,2023-03-15 16:24:09.801783
1531294,15-03-2023 16.09,2023-03-15 16:26:55.343418
1531295,15-03-2023 16.12,2023-03-15 16:29:00.709030
1531296,15-03-2023 16.15,2023-03-15 16:30:44.475879
1531297,15-03-2023 16.15,2023-03-15 16:31:06.276426
1531298,15-03-2023 16.21,2023-03-15 17:04:40.825144
1531299,15-03-2023 16.22,2023-03-15 16:38:29.083026
1531300,15-03-2023 16.24,2023-03-15 16:43:41.906501
1531301,15-03-2023 16.25,2023-03-15 16:41:23.967827
1531302,15-03-2023 16.34,2023-03-15 17:11:57.556545
1531303,15-03-2023 16.40,2023-03-15 16:56:27.235041
1531304,15-03-2023 16.48,2023-03-15 17:04:16.290858
1531305,15-03-2023 16.53,2023-03-15 17:09:53.693578
1531306,15-03-2023 16.55,2023-03-15 17:14:39.756729
1531307,15-03-2023 16.55,2023-03-15 17:11:35.369136
1531308,15-03-2023 16.57,2023-03-15 17:14:41.592282
1531309,15-03-2023 17.00,2023-03-15 17:20:57.808136
1531310,15-03-2023 17.01,2023-03-15 17:18:35.472357
1531311,15-03-2023 17.05,2023-03-15 17:45:38.258164
1531312,15-03-2023 17.05,2023-03-15 17:21:00.583956
1531313,15-03-2023 17.06,2023-03-15 17:24:07.280243
1531314,15-03-2023 17.10,2023-03-15 17:26:04.709577
1531315,15-03-2023 17.13,2023-03-15 17:56:28.683182
1531316,15-03-2023 17.14,2023-03-15 17:30:12.094466
1531317,15-03-2023 17.18,2023-03-15 17:33:49.752748
1531318,15-03-2023 17.21,2023-03-15 17:36:47.180040
1531319,15-03-2023 17.29,2023-03-15 17:54:04.601155
1531320,15-03-2023 17.32,2023-03-15 17:48:06.630215
1531321,15-03-2023 17.33,2023-03-15 17:48:33.112631
1531322,15-03-2023 17.33,2023-03-15 17:49:11.949237
1531323,15-03-2023 17.34,2023-03-15 17:49:20.634370
1531324,15-03-2023 17.49,2023-03-15 18:05:05.939716
1531325,15-03-2023 17.53,2023-03-15 18:11:29.334029
1531326,15-03-2023 17.53,2023-03-15 18:11:55.999182
1531327,15-03-2023 17.54,2023-03-15 18:09:59.391955
1531328,15-03-2023 17.58,2023-03-15 18:13:53.866228
1531329,15-03-2023 18.00,2023-03-15 18:18:24.771615
1531330,15-03-2023 18.04,2023-03-15 18:19:56.933034
1531331,15-03-2023 18.09,2023-03-15 18:25:38.877894
1531332,15-03-2023 18.09,2023-03-15 18:25:59.800817
1531333,15-03-2023 18.11,2023-03-15 18:26:31.406292
1531334,15-03-2023 18.12,2023-03-15 18:28:04.915353
1531335,15-03-2023 18.20,2023-03-15 18:36:20.515876
1531336,15-03-2023 18.22,2023-03-15 18:38:02.301208
1531337,15-03-2023 18.23,2023-03-15 19:06:00.944496
1531338,15-03-2023 18.24,2023-03-15 18:39:45.451639
1531339,15-03-2023 18.25,2023-03-15 18:41:01.022487
1531340,15-03-2023 18.28,2023-03-15 18:45:44.583462
1531341,15-03-2023 18.30,2023-03-15 18:46:12.211916
1531342,15-03-2023 18.42,2023-03-15 18:57:48.997180
1531343,15-03-2023 18.43,2023-03-15 18:59:20.329898
1531344,15-03-2023 18.44,2023-03-15 19:00:34.901708
1531345,15-03-2023 18.45,2023-03-15 19:00:54.842852
1531346,15-03-2023 18.53,2023-03-15 19:08:58.823211
1531347,15-03-2023 18.57,2023-03-15 19:12:37.658241
1531348,15-03-2023 18.59,2023-03-15 19:15:02.239210
1531349,15-03-2023 19.01,2023-03-15 19:18:22.479322
1531350,15-03-2023 19.04,2023-03-15 19:27:01.191245
1531351,15-03-2023 19.04,2023-03-15 19:21:39.395039
1531352,15-03-2023 19.05,2023-03-15 19:20:57.648203
1531353,15-03-2023 19.08,2023-03-15 19:23:13.457998
1531354,15-03-2023 19.09,2023-03-15 19:28:45.344378
1531355,15-03-2023 19.12,2023-03-15 19:28:53.499065
1531356,15-03-2023 19.16,2023-03-15 19:34:16.887399
1531357,15-03-2023 19.17,2023-03-15 19:33:25.835182
1531358,15-03-2023 19.17,2023-03-15 19:32:49.876538
1531359,15-03-2023 19.17,2023-03-15 19:33:20.986099
1531360,15-03-2023 19.18,2023-03-15 19:35:38.795585
1531361,15-03-2023 19.19,2023-03-15 19:35:10.696142
1531362,15-03-2023 19.20,2023-03-15 19:38:06.897410
1531363,15-03-2023 19.22,2023-03-15 19:38:41.198007
1531364,15-03-2023 19.24,2023-03-15 19:40:45.172653
1531365,15-03-2023 19.26,2023-03-15 19:43:02.255718
1531366,15-03-2023 19.29,2023-03-15 19:45:20.604497
1531367,15-03-2023 19.45,2023-03-15 20:01:45.891176
1531368,15-03-2023 19.47,2023-03-15 20:03:13.910298
1531369,15-03-2023 19.57,2023-03-15 20:12:57.416943
1531370,15-03-2023 19.57,2023-03-15 20:13:31.500678
1531371,15-03-2023 19.59,2023-03-15 20:14:24.951026
1531372,15-03-2023 20.03,2023-03-15 20:19:55.784916
1531373,15-03-2023 20.08,2023-03-15 20:26:08.153174
1531374,15-03-2023 20.08,2023-03-15 20:27:58.101031
1531375,15-03-2023 20.19,2023-03-15 20:44:58.057629
1531376,15-03-2023 20.20,2023-03-15 20:35:46.792558
1531377,15-03-2023 20.25,2023-03-15 20:40:43.460713
1531378,15-03-2023 20.31,2023-03-15 20:46:35.355110
1531379,15-03-2023 20.36,2023-03-15 20:54:46.271688
1531380,15-03-2023 20.50,2023-03-15 21:06:42.140910
1531381,15-03-2023 20.59,2023-03-15 21:14:26.635254
1531382,15-03-2023 21.00,2023-03-15 21:15:40.910497
1531383,15-03-2023 21.00,2023-03-15 21:19:13.479294
1531384,15-03-2023 21.03,2023-03-15 21:18:55.714702
1531385,15-03-2023 21.07,2023-03-15 21:22:55.538731
1531386,15-03-2023 21.12,2023-03-15 21:28:38.342389
1531387,15-03-2023 21.15,2023-03-15 21:30:02.044642
1531388,15-03-2023 21.22,2023-03-15 21:38:01.473023
1531389,15-03-2023 21.23,2023-03-15 21:38:19.053493
1531390,15-03-2023 21.23,2023-03-15 21:46:55.211826
1531391,15-03-2023 21.26,2023-03-15 21:42:58.193245
1531392,15-03-2023 21.30,2023-03-15 21:49:28.865695
1531393,15-03-2023 21.41,2023-03-15 21:57:57.451807
1531394,15-03-2023 21.47,2023-03-15 22:02:53.820539
1531395,15-03-2023 21.53,2023-03-15 22:08:30.481559
1531396,15-03-2023 21.53,2023-03-15 22:10:36.079560
1531397,15-03-2023 21.56,2023-03-15 22:11:32.599695
1531398,15-03-2023 21.57,2023-03-15 22:13:52.508087
1531399,15-03-2023 22.00,2023-03-15 22:17:55.477208
1531400,15-03-2023 22.00,2023-03-15 22:15:28.986295
1531401,15-03-2023 22.02,2023-03-15 22:57:47.200697
1531402,15-03-2023 22.03,2023-03-15 22:18:54.554789
1531403,15-03-2023 22.10,2023-03-15 22:26:42.727811
1531404,15-03-2023 22.12,2023-03-15 22:28:35.364676
1531405,15-03-2023 22.13,2023-03-15 22:29:08.104486
1531406,15-03-2023 22.14,2023-03-15 22:30:26.351673
1531407,15-03-2023 22.21,2023-03-15 22:39:00.670036
1531408,15-03-2023 22.21,2023-03-15 22:36:29.786801
1531409,15-03-2023 22.21,2023-03-15 22:36:37.095614
1531410,15-03-2023 22.22,2023-03-15 22:38:17.605792
1531411,15-03-2023 22.25,2023-03-15 22:44:10.534233
1531412,15-03-2023 22.28,2023-03-15 22:43:11.918709
1531413,15-03-2023 22.29,2023-03-15 22:47:05.038394
1531414,15-03-2023 22.30,2023-03-15 22:45:09.248024
1531415,15-03-2023 22.32,2023-03-15 22:48:03.278894
1531416,15-03-2023 22.33,2023-03-15 22:49:25.353674
1531417,15-03-2023 22.33,2023-03-15 22:52:08.106508
1531418,15-03-2023 22.34,2023-03-15 22:57:21.201161
1531419,15-03-2023 22.35,2023-03-15 22:50:45.312651
1531420,15-03-2023 22.35,2023-03-15 22:50:44.298939
1531421,15-03-2023 22.37,2023-03-15 22:53:22.131445
1531422,15-03-2023 22.44,2023-03-15 23:00:13.649192
1531423,15-03-2023 22.46,2023-03-15 23:01:58.549694
1531424,15-03-2023 22.50,2023-03-15 23:05:34.330396
1531425,15-03-2023 22.51,2023-03-15 23:11:49.170784
1531426,15-03-2023 22.56,2023-03-15 23:11:57.461403
1531427,15-03-2023 22.57,2023-03-15 23:12:47.818753
1531428,15-03-2023 23.05,2023-03-15 23:20:28.307190
1531429,15-03-2023 23.16,2023-03-15 23:31:50.758682
1531430,15-03-2023 23.17,2023-03-15 23:32:35.796847
1531431,15-03-2023 23.17,2023-03-15 23:36:05.316231
1531432,15-03-2023 23.17,2023-03-15 23:33:28.165271
1531433,15-03-2023 23.20,2023-03-15 23:36:32.191165
1531434,15-03-2023 23.21,2023-03-15 23:36:55.899503
1531435,15-03-2023 23.24,2023-03-15 23:39:25.208605
1531436,15-03-2023 23.24,2023-03-15 23:39:39.055368
1531437,15-03-2023 23.25,2023-03-15 23:40:44.416037
1531438,15-03-2023 23.25,2023-03-15 23:40:46.587143
1531439,15-03-2023 23.29,2023-03-15 23:46:25.817173
1531440,15-03-2023 23.30,2023-03-15 23:45:28.833160
1531441,15-03-2023 23.30,2023-03-15 23:46:33.572659
1531442,15-03-2023 23.31,2023-03-15 23:46:48.680943
1531443,15-03-2023 23.34,2023-03-16 00:09:26.973798
1531444,15-03-2023 23.35,2023-03-15 23:50:20.401630
1531445,15-03-2023 23.39,2023-03-15 23:54:40.694213
1531446,15-03-2023 23.39,2023-03-16 00:03:55.937425
1531447,15-03-2023 23.40,2023-03-15 23:55:53.006646
1531448,15-03-2023 23.43,2023-03-15 23:58:43.509683
1531449,15-03-2023 23.44,2023-03-15 23:59:59.162876
1531450,15-03-2023 23.44,2023-03-16 00:05:02.393162
1531451,15-03-2023 23.47,2023-03-16 00:02:35.933832
1531452,15-03-2023 23.47,2023-03-16 00:02:39.067649
1531453,15-03-2023 23.51,2023-03-16 00:06:28.734284
1531454,15-03-2023 23.52,2023-03-16 00:09:51.036590
1531455,15-03-2023 23.52,2023-03-16 00:07:34.511843
1531456,15-03-2023 23.55,2023-03-16 00:12:48.975901
1531457,15-03-2023 23.58,2023-03-16 00:17:50.277564
1531458,16-03-2023 0.00,2023-03-16 00:18:08.342925
